,0,1,2,3,4,5,label
262,-0.05482091,-0.054511275,-0.030365692,-0.03795068,-0.037313096,-0.019116193,2
263,-0.052696522,-0.05219013,-0.028965726,-0.036507033,-0.036025714,-0.01828437,2
264,-0.05128306,-0.050943,-0.028778752,-0.036103133,-0.035283882,-0.018212108,2
265,-0.049314126,-0.048954584,-0.028471714,-0.034752768,-0.033860803,-0.01811843,2
266,-0.047952518,-0.047818244,-0.0282433,-0.033932053,-0.032886505,-0.018167878,2
267,-0.04598634,-0.045701586,-0.026736304,-0.032687224,-0.031635594,-0.01719652,2
268,-0.04508433,-0.045189373,-0.026153406,-0.031146754,-0.030786194,-0.016679088,2
269,-0.04260178,-0.042854674,-0.024392867,-0.029370064,-0.029498192,-0.015542109,2
270,-0.041909833,-0.041921224,-0.023506321,-0.029473944,-0.029632114,-0.014865382,2
271,-0.040064413,-0.039911985,-0.023111396,-0.027782688,-0.027875373,-0.014487843,2
272,-0.0402882,-0.04002399,-0.022870751,-0.02794007,-0.027908737,-0.01422547,2
273,-0.040513676,-0.040459394,-0.02284445,-0.028534906,-0.028446672,-0.014105904,2
274,-0.041075338,-0.040937923,-0.022961413,-0.0286062,-0.02843399,-0.014162512,2
275,-0.0421714,-0.041701764,-0.022975326,-0.029058052,-0.02879093,-0.014630653,2
276,-0.042139757,-0.04178405,-0.023505948,-0.029496225,-0.029046904,-0.0146378735,2
277,-0.0421347,-0.041868232,-0.024302294,-0.029586943,-0.028728774,-0.015144698,2
278,-0.043778166,-0.04341234,-0.025501592,-0.030433455,-0.029718745,-0.015842361,2
279,-0.045143593,-0.0449691,-0.025970308,-0.031043204,-0.030694665,-0.016142791,2
280,-0.047619008,-0.04766996,-0.027041072,-0.03322578,-0.03302897,-0.01685027,2
281,-0.05044537,-0.05091829,-0.028458389,-0.034782164,-0.034900934,-0.017954601,2
282,-0.05240115,-0.052494407,-0.029544154,-0.036556095,-0.03694141,-0.018193059,2
283,-0.05610728,-0.055624794,-0.031848125,-0.038716305,-0.038858134,-0.019379713,2
284,-0.05758499,-0.057333693,-0.032955416,-0.039621092,-0.039285235,-0.019797828,2
285,-0.06100242,-0.06075448,-0.034710422,-0.041693,-0.041445788,-0.021646021,2
286,-0.06844522,-0.06738719,-0.039356623,-0.047425736,-0.045902237,-0.024529647,2
287,-0.06962515,-0.0687036,-0.039925992,-0.04843272,-0.04712736,-0.024796955,2
288,-0.07360777,-0.072532155,-0.041972145,-0.0511757,-0.05006591,-0.026259944,2
289,-0.07836201,-0.07749428,-0.04329563,-0.053544246,-0.05333769,-0.026707215,2
290,-0.084503636,-0.084299296,-0.046339076,-0.057147365,-0.057424918,-0.028559368,2
291,-0.08825631,-0.08896586,-0.04880236,-0.05964815,-0.060047783,-0.030717045,2
292,-0.09192089,-0.092516005,-0.050993998,-0.061216082,-0.062245082,-0.03202554,2
293,-0.09992839,-0.09939004,-0.05775872,-0.06741634,-0.06834152,-0.03579569,2
294,-0.105206795,-0.10469456,-0.06059768,-0.06996962,-0.07031842,-0.03788206,2
295,-0.115061454,-0.114312015,-0.06580063,-0.07789686,-0.077144824,-0.04072458,2
296,-0.12293136,-0.122099176,-0.06909253,-0.08335651,-0.08176494,-0.04357323,2
297,-0.13276546,-0.1305132,-0.07649549,-0.08950477,-0.08671307,-0.04828635,2
298,-0.13625671,-0.13536005,-0.07785036,-0.093845904,-0.091437094,-0.04883433,2
299,-0.14699519,-0.14586477,-0.08195446,-0.1004281,-0.09906366,-0.05174759,2
300,-0.15780519,-0.15602475,-0.08506051,-0.105126135,-0.10433591,-0.05356187,2
301,-0.16786307,-0.1656754,-0.094840944,-0.11405847,-0.11305212,-0.060108937,2
302,-0.16981696,-0.17045516,-0.09834958,-0.11423797,-0.11518579,-0.061505232,2
